"file","path","md5","frozen_md5","match"
"200319_DMO_report1_anonymised.csv","C:\Users\O\GitWeb\ResearchProjects\one_shot\200319_DMO_report1_anonymised.csv","f1c20f49fd611f03ffa9440ec1039bb7","f1c20f49fd611f03ffa9440ec1039bb7",TRUE
