"model","converged","n_risk_rows","expected_interaction","interaction_rule_pass","formula","scenario_id","replicate","seed"
"M9_numerator",TRUE,732555,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_N",747,20960747
"M10_M11_eye_denominator",TRUE,545729,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_N",747,20960747
"M10_M11_eye_numerator",TRUE,545729,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_N",747,20960747
"M10_M11_shared_denominator",TRUE,185055,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_N",747,20960747
"M10_M11_shared_numerator",TRUE,185055,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_N",747,20960747
"M9_denominator",TRUE,742410,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_N",748,20960748
"M9_numerator",TRUE,742410,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_N",748,20960748
"M10_M11_eye_denominator",TRUE,527266,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_N",748,20960748
"M10_M11_eye_numerator",TRUE,527266,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_N",748,20960748
"M10_M11_shared_denominator",TRUE,194910,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_N",748,20960748
"M10_M11_shared_numerator",TRUE,194910,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_N",748,20960748
"M9_denominator",TRUE,738030,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_N",749,20960749
"M9_numerator",TRUE,738030,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_N",749,20960749
"M10_M11_eye_denominator",TRUE,555630,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_N",749,20960749
"M10_M11_eye_numerator",TRUE,555630,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_N",749,20960749
"M10_M11_shared_denominator",TRUE,190530,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_N",749,20960749
"M10_M11_shared_numerator",TRUE,190530,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_N",749,20960749
"M9_denominator",TRUE,708465,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_N",750,20960750
"M9_numerator",TRUE,708465,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_N",750,20960750
"M10_M11_eye_denominator",TRUE,537127,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_N",750,20960750
"M10_M11_eye_numerator",TRUE,537127,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_N",750,20960750
"M10_M11_shared_denominator",TRUE,160965,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_N",750,20960750
"M10_M11_shared_numerator",TRUE,160965,"",TRUE,"shared_event ~ group + time + I(time^2)","VS_B_N",750,20960750
"M9_denominator",TRUE,720510,"group:last_y",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum +      last_y + group:last_y","VS_B_N",751,20960751
"M9_numerator",TRUE,720510,"",TRUE,"observed_event ~ group + time + I(time^2) + design_stratum","VS_B_N",751,20960751
"M10_M11_eye_denominator",TRUE,553400,"group:last_y",TRUE,"eye_event ~ group + time + I(time^2) + last_y + group:last_y","VS_B_N",751,20960751
"M10_M11_eye_numerator",TRUE,553400,"",TRUE,"eye_event ~ group + time + I(time^2)","VS_B_N",751,20960751
"M10_M11_shared_denominator",TRUE,173010,"group:last_patient_mean",TRUE,"shared_event ~ group + time + I(time^2) + last_patient_mean +      group:last_patient_mean","VS_B_N",751,20960751
