"method","estimate","std_error","ci_lower","ci_upper","p_value","converged","runtime_seconds","n_records","failure_reason","warning","scenario_id","mechanism","structure","true_beta3","replicate","seed","absolute_error","z_value","reject_005","ci_covers_truth","ci_width","error","squared_error"
"M9_single_process_IIW_GEE",0.186590759056636,0.0282518877978422,0.131217058972865,0.241964459140406,3.9875010738577e-11,TRUE,0.529999999998836,25214,"","","VD_B_A","VD","B",0.2,141,20660141,0.0134092409433645,6.60454127496879,TRUE,TRUE,0.110747400167541,-0.0134092409433645,0.000179807742677202
"M10_separate_two_process_IIW_GEE",0.185221498702253,0.0281487170189407,0.13005001334513,0.240392984059377,4.70117829564847e-11,TRUE,0.580000000001746,25214,"","","VD_B_A","VD","B",0.2,141,20660141,0.0147785012977465,6.58010447075161,TRUE,TRUE,0.110342970714248,-0.0147785012977465,0.000218404100607496
"M11_combined_two_process_IIW_GEE",0.18246824520709,0.0280935701279734,0.127404847756262,0.237531642657918,8.30234535547772e-11,TRUE,0.5,25214,"","","VD_B_A","VD","B",0.2,141,20660141,0.0175317547929096,6.49501805487522,TRUE,TRUE,0.110126794901656,-0.0175317547929096,0.00030736242611871
"M12_oracle_combined_IIW_GEE",0.184225939815025,0.0283084984177196,0.128741282916295,0.239710596713755,7.626125625485e-11,TRUE,0.559999999997672,25214,"","","VD_B_A","VD","B",0.2,141,20660141,0.015774060184975,6.507796248907,TRUE,TRUE,0.110969313797461,-0.015774060184975,0.000248820974719212
"M8_patient_clustered_GEE",0.129319344308395,0.030347185096418,0.0698388615194162,0.188799827097375,2.03214682246128e-05,TRUE,0.409999999999854,23697,"","","VD_B_A","VD","B",0.2,142,20660142,0.0706806556916046,4.26132914461512,TRUE,FALSE,0.118960965577958,-0.0706806556916046,0.00499575508899516
"M9_single_process_IIW_GEE",0.161466388108209,0.0288141787689915,0.104990597720985,0.217942178495432,2.09808006396315e-08,TRUE,0.409999999999854,23697,"","","VD_B_A","VD","B",0.2,142,20660142,0.0385336118917912,5.603712998476,TRUE,TRUE,0.112951580774447,-0.0385336118917912,0.00148483924542719
"M10_separate_two_process_IIW_GEE",0.163445342180722,0.0288142757687658,0.106969361673941,0.219921322687503,1.4083228375005e-08,TRUE,0.440000000002328,23697,"","","VD_B_A","VD","B",0.2,142,20660142,0.0365546578192777,5.67237377376302,TRUE,TRUE,0.112951961013562,-0.0365546578192777,0.00133624300828448
"M11_combined_two_process_IIW_GEE",0.162399223356991,0.028860152754917,0.105833323957354,0.218965122756628,1.8325500910211e-08,TRUE,0.469999999997526,23697,"","","VD_B_A","VD","B",0.2,142,20660142,0.0376007766430091,5.62710893237814,TRUE,TRUE,0.113131798799274,-0.0376007766430091,0.00141381840415746
"M12_oracle_combined_IIW_GEE",0.155227062779839,0.0283090544697549,0.0997413160191196,0.210712809540559,4.17462150024907e-08,TRUE,0.450000000000728,23697,"","","VD_B_A","VD","B",0.2,142,20660142,0.0447729372201608,5.48330086212107,TRUE,TRUE,0.110971493521439,-0.0447729372201608,0.00200461590732046
"M8_patient_clustered_GEE",0.159531095049368,0.028491543883258,0.103687669038182,0.215374521060553,2.15289082234354e-08,TRUE,0.389999999999418,24183,"","","VD_B_A","VD","B",0.2,143,20660143,0.0404689049506324,5.59924361077218,TRUE,TRUE,0.111686852022371,-0.0404689049506324,0.00163773226790332
"M9_single_process_IIW_GEE",0.190773566680313,0.0264852545683309,0.138862467726384,0.242684665634242,5.88974365572413e-13,TRUE,0.489999999997963,24183,"","","VD_B_A","VD","B",0.2,143,20660143,0.00922643331968706,7.20301049733634,TRUE,TRUE,0.103822197907857,-0.00922643331968706,8.51270718026316e-05
"M10_separate_two_process_IIW_GEE",0.1961560351771,0.0258135748364784,0.145561428497602,0.246750641856598,2.98545710994911e-14,TRUE,0.430000000000291,24183,"","","VD_B_A","VD","B",0.2,143,20660143,0.00384396482290003,7.59894886390947,TRUE,TRUE,0.101189213358996,-0.00384396482290003,1.47760655596929e-05
"M11_combined_two_process_IIW_GEE",0.199259798284135,0.025693608456319,0.14890032570975,0.24961927085852,8.81847182908073e-15,TRUE,0.460000000002765,24183,"","","VD_B_A","VD","B",0.2,143,20660143,0.000740201715864919,7.75522825541967,TRUE,TRUE,0.100718945148771,-0.000740201715864919,5.4789858016937e-07
"M12_oracle_combined_IIW_GEE",0.188460490738419,0.0258710094762386,0.137753312164991,0.239167669311846,3.22576602286035e-13,TRUE,0.470000000001164,24183,"","","VD_B_A","VD","B",0.2,143,20660143,0.0115395092615813,7.28462068368502,TRUE,TRUE,0.101414357146855,-0.0115395092615813,0.000133160273998122
"M8_patient_clustered_GEE",0.144659968933198,0.0296132757327286,0.0866179484970499,0.202701989369346,1.03444507730395e-06,TRUE,0.520000000000437,24366,"","","VD_B_A","VD","B",0.2,144,20660144,0.0553400310668019,4.88497018157703,TRUE,TRUE,0.116084040872296,-0.0553400310668019,0.0030625190384746
"M9_single_process_IIW_GEE",0.192752451864685,0.0263216115954368,0.141162093137629,0.244342810591742,2.42536556640384e-13,TRUE,0.5,24366,"","","VD_B_A","VD","B",0.2,144,20660144,0.00724754813531459,7.32297303171595,TRUE,TRUE,0.103180717454112,-0.00724754813531459,5.25269539737019e-05
"M10_separate_two_process_IIW_GEE",0.18084456978807,0.0261063422359753,0.129676139005559,0.232013000570582,4.29168374759799e-12,TRUE,0.470000000001164,24366,"","","VD_B_A","VD","B",0.2,144,20660144,0.0191554302119298,6.92722742057909,TRUE,TRUE,0.102336861565023,-0.0191554302119298,0.000366930506604112
"M11_combined_two_process_IIW_GEE",0.180168357273169,0.0260587339762303,0.129093238679758,0.23124347586658,4.71395777334041e-12,TRUE,0.5,24366,"","","VD_B_A","VD","B",0.2,144,20660144,0.0198316427268309,6.91393363305797,TRUE,TRUE,0.102150237186823,-0.0198316427268309,0.000393294053244666
"M12_oracle_combined_IIW_GEE",0.18078968593702,0.0260731915262302,0.129686230545609,0.231893141328431,4.0930713251838e-12,TRUE,0.459999999999127,24366,"","","VD_B_A","VD","B",0.2,144,20660144,0.0192103140629798,6.93393003902656,TRUE,TRUE,0.102206910782822,-0.0192103140629798,0.000369036166398319
"M8_patient_clustered_GEE",0.0565078854123696,0.0337528892367833,-0.00964777749172573,0.122663548316465,0.094098294760164,TRUE,0.43999999999869,23828,"","","VD_B_A","VD","B",0.2,145,20660145,0.14349211458763,1.67416439570418,FALSE,FALSE,0.132311325808191,-0.14349211458763,0.0205899869488297
"M9_single_process_IIW_GEE",0.113542272249886,0.0274888771506698,0.0596640730345734,0.167420471465199,3.62005732636071e-05,TRUE,0.430000000000291,23828,"","","VD_B_A","VD","B",0.2,145,20660145,0.0864577277501137,4.13048054409598,TRUE,FALSE,0.107756398430626,-0.0864577277501137,0.00747493868771279
"M10_separate_two_process_IIW_GEE",0.112384883654152,0.0271964405119228,0.059079860250783,0.16568990705752,3.5909189990832e-05,TRUE,0.409999999999854,23828,"","","VD_B_A","VD","B",0.2,145,20660145,0.0876151163458483,4.13233796550996,TRUE,FALSE,0.106610046806737,-0.0876151163458483,0.00767640861229653
"M11_combined_two_process_IIW_GEE",0.111957509511005,0.0272583140280392,0.058531214016048,0.165383805005962,4.00346975370314e-05,TRUE,0.470000000001164,23828,"","","VD_B_A","VD","B",0.2,145,20660145,0.0880424904889952,4.10727932020447,TRUE,FALSE,0.106852590989914,-0.0880424904889952,0.00775148013150481
"M12_oracle_combined_IIW_GEE",0.11754982920926,0.0274648954766194,0.0637186340750864,0.171381024343434,1.86890972280317e-05,TRUE,0.420000000001892,23828,"","","VD_B_A","VD","B",0.2,145,20660145,0.0824501707907396,4.28000278789808,TRUE,FALSE,0.107662390268348,-0.0824501707907396,0.00679803066342213
"M8_patient_clustered_GEE",0.17288047821508,0.0285429289680288,0.116936337437744,0.228824618992416,1.38805697926959e-09,TRUE,0.419999999998254,23349,"","","VD_B_A","VD","B",0.2,146,20660146,0.0271195217849199,6.05685836967626,TRUE,TRUE,0.111888281554673,-0.0271195217849199,0.000735468461842746
"M9_single_process_IIW_GEE",0.213604062488368,0.0261306886417155,0.162387912750606,0.26482021222613,2.97213388651637e-16,TRUE,0.380000000001019,23349,"","","VD_B_A","VD","B",0.2,146,20660146,0.013604062488368,8.17445209413146,TRUE,TRUE,0.102432299475525,0.013604062488368,0.00018507051618742
"M10_separate_two_process_IIW_GEE",0.218047767285098,0.0257558908380883,0.167566221242444,0.268529313327751,2.54099967844458e-17,TRUE,0.389999999999418,23349,"","","VD_B_A","VD","B",0.2,146,20660146,0.0180477672850975,8.46593770162453,TRUE,TRUE,0.100963092085306,0.0180477672850975,0.000325721903977037
"M11_combined_two_process_IIW_GEE",0.218000525074522,0.0256702424530395,0.167686849866565,0.26831420028248,2.02510837719419e-17,TRUE,0.520000000000437,23349,"","","VD_B_A","VD","B",0.2,146,20660146,0.0180005250745221,8.49234382859167,TRUE,TRUE,0.100627350415915,0.0180005250745221,0.000324018902958498
"M12_oracle_combined_IIW_GEE",0.213643682580387,0.0259948226098653,0.162693830265051,0.264593534895723,2.05718695914005e-16,TRUE,0.389999999999418,23349,"","","VD_B_A","VD","B",0.2,146,20660146,0.0136436825803874,8.21870130782532,TRUE,TRUE,0.101899704630672,0.0136436825803874,0.000186150074354366
"M8_patient_clustered_GEE",0.107635881944599,0.0309649307577951,0.0469446176593205,0.168327146229877,0.000508843044006519,TRUE,0.369999999998981,23855,"","","VD_B_A","VD","B",0.2,147,20660147,0.0923641180554012,3.47605756933601,TRUE,FALSE,0.121382528570557,-0.0923641180554012,0.00853113030415209
"M9_single_process_IIW_GEE",0.151327715697732,0.0279312691228938,0.0965824282168603,0.206073003178604,6.03164951459151e-08,TRUE,0.369999999998981,23855,"","","VD_B_A","VD","B",0.2,147,20660147,0.0486722843022677,5.41786035686064,TRUE,TRUE,0.109490574961744,-0.0486722843022677,0.00236899125920078
"M10_separate_two_process_IIW_GEE",0.147822258382771,0.0274328530066023,0.0940538664898306,0.201590650275712,7.10434091539131e-08,TRUE,0.440000000002328,23855,"","","VD_B_A","VD","B",0.2,147,20660147,0.0521777416172289,5.38851202779362,TRUE,TRUE,0.107536783785881,-0.0521777416172289,0.0027225167202743
"M11_combined_two_process_IIW_GEE",0.146020280274948,0.0274842929601299,0.0921510660730937,0.199889494476803,1.07916232257799e-07,TRUE,0.399999999997817,23855,"","","VD_B_A","VD","B",0.2,147,20660147,0.0539797197250517,5.31286289542804,TRUE,FALSE,0.107738428403709,-0.0539797197250517,0.00291381014159514
"M12_oracle_combined_IIW_GEE",0.151142969666034,0.0277420996007267,0.0967684544486099,0.205517484883459,5.08979770869168e-08,TRUE,0.459999999999127,23855,"","","VD_B_A","VD","B",0.2,147,20660147,0.0488570303339658,5.44814458319063,TRUE,TRUE,0.108749030434849,-0.0488570303339658,0.00238700941305405
"M8_patient_clustered_GEE",0.124446217266394,0.0359243831033998,0.0540344263837306,0.194858008149058,0.000531977773502749,TRUE,0.349999999998545,23966,"","","VD_B_A","VD","B",0.2,148,20660148,0.0755537827336058,3.46411563723183,TRUE,FALSE,0.140823581765327,-0.0755537827336058,0.00570837408535692
"M9_single_process_IIW_GEE",0.183236699040544,0.0290435511827058,0.126311338722441,0.240162059358648,2.80785737857941e-10,TRUE,0.460000000002765,23966,"","","VD_B_A","VD","B",0.2,148,20660148,0.0167633009594558,6.30903218025397,TRUE,TRUE,0.113850720636207,-0.0167633009594558,0.000281008259057293
"M10_separate_two_process_IIW_GEE",0.167026806604403,0.0274053206874116,0.113312378057076,0.22074123515173,1.09652913623302e-09,TRUE,0.479999999999563,23966,"","","VD_B_A","VD","B",0.2,148,20660148,0.032973193395597,6.09468535360455,TRUE,TRUE,0.107428857094653,-0.032973193395597,0.00108723148270344
"M11_combined_two_process_IIW_GEE",0.168128717955548,0.0274103999910036,0.114404333973182,0.221853101937915,8.58278789876494e-10,TRUE,0.409999999999854,23966,"","","VD_B_A","VD","B",0.2,148,20660148,0.0318712820444515,6.1337564577945,TRUE,TRUE,0.107448767964734,-0.0318712820444515,0.00101577861915698
"M12_oracle_combined_IIW_GEE",0.174561359733085,0.0275224714824291,0.120617315627524,0.228505403838646,2.26061710918992e-10,TRUE,0.389999999999418,23966,"","","VD_B_A","VD","B",0.2,148,20660148,0.0254386402669153,6.34250306497832,TRUE,TRUE,0.107888088211122,-0.0254386402669153,0.000647124418629526
"M8_patient_clustered_GEE",0.16591974955082,0.0290012650195593,0.109077270112484,0.222762228989156,1.05823426703229e-08,TRUE,0.389999999999418,23894,"","","VD_B_A","VD","B",0.2,149,20660149,0.0340802504491803,5.72112111105908,TRUE,TRUE,0.113684958876672,-0.0340802504491803,0.00116146347067885
"M9_single_process_IIW_GEE",0.177062354251953,0.0265098229308476,0.125103101307492,0.229021607196415,2.40377210411082e-11,TRUE,0.409999999999854,23894,"","","VD_B_A","VD","B",0.2,149,20660149,0.0229376457480466,6.67912247900829,TRUE,TRUE,0.103918505888922,-0.0229376457480466,0.000526135592462882
"M10_separate_two_process_IIW_GEE",0.185444136176317,0.0268030766963507,0.13291010585147,0.237978166501165,4.55604227674802e-12,TRUE,0.43999999999869,23894,"","","VD_B_A","VD","B",0.2,149,20660149,0.0145558638236827,6.91876303146819,TRUE,TRUE,0.105068060649695,-0.0145558638236827,0.000211873171653593
"M11_combined_two_process_IIW_GEE",0.186788154302287,0.026661956758347,0.134530719055927,0.239045589548647,2.45590511734734e-12,TRUE,0.450000000000728,23894,"","","VD_B_A","VD","B",0.2,149,20660149,0.0132118456977127,7.00579316046674,TRUE,TRUE,0.10451487049272,-0.0132118456977127,0.000174552866740169
"M12_oracle_combined_IIW_GEE",0.18299677984651,0.0266621861097472,0.130738895071406,0.235254664621615,6.7178250444674e-12,TRUE,0.419999999998254,23894,"","","VD_B_A","VD","B",0.2,149,20660149,0.0170032201534898,6.86353246103889,TRUE,TRUE,0.104515769550209,-0.0170032201534898,0.000289109495588041
"M8_patient_clustered_GEE",0.139610648534862,0.0311301604816348,0.0785955339908579,0.200625763078866,7.30031970602109e-06,TRUE,0.43999999999869,25018,"","","VD_B_A","VD","B",0.2,150,20660150,0.0603893514651379,4.48473912035324,TRUE,TRUE,0.122030229088008,-0.0603893514651379,0.00364687377037995
"M9_single_process_IIW_GEE",0.190671494524015,0.0276798284472515,0.136419030767402,0.244923958280628,5.63981056092327e-12,TRUE,0.470000000001164,25018,"","","VD_B_A","VD","B",0.2,150,20660150,0.00932850547598535,6.88846373767709,TRUE,TRUE,0.108504927513226,-0.00932850547598535,8.70210144154887e-05
"M10_separate_two_process_IIW_GEE",0.18671567841974,0.027544308612017,0.132728833540187,0.240702523299293,1.21229321047006e-11,TRUE,0.470000000001164,25018,"","","VD_B_A","VD","B",0.2,150,20660150,0.0132843215802599,6.77873897834125,TRUE,TRUE,0.107973689759107,-0.0132843215802599,0.000176473199847759
"M11_combined_two_process_IIW_GEE",0.188311743120595,0.0274580391186902,0.134493986447962,0.242129499793228,6.97510215683372e-12,TRUE,0.529999999998836,25018,"","","VD_B_A","VD","B",0.2,150,20660150,0.0116882568794049,6.85816428138214,TRUE,TRUE,0.107635513345266,-0.0116882568794049,0.000136615348878957
"M12_oracle_combined_IIW_GEE",0.190805089929974,0.027599886298231,0.136709312785441,0.244900867074507,4.73652792337695e-12,TRUE,0.680000000000291,25018,"","","VD_B_A","VD","B",0.2,150,20660150,0.00919491007002626,6.91325637606714,TRUE,TRUE,0.108191554289066,-0.00919491007002626,8.45463711958704e-05
"M8_patient_clustered_GEE",0.17947310011179,0.0297106215008117,0.121240281970199,0.237705918253381,1.53442286298820e-09,TRUE,0.279999999998836,22824,"","","VD_B_A","VD","B",0.2,151,20660151,0.0205268998882104,6.04070500870829,TRUE,TRUE,0.116465636283182,-0.0205268998882104,0.00042135361902061
"M9_single_process_IIW_GEE",0.206716174496238,0.0266878176792029,0.154408051845001,0.259024297147476,9.50470280476791e-15,TRUE,0.330000000001746,22824,"","","VD_B_A","VD","B",0.2,151,20660151,0.00671617449623824,7.74571293093503,TRUE,TRUE,0.104616245302475,0.00671617449623824,4.51069998639209e-05
"M10_separate_two_process_IIW_GEE",0.214997365158946,0.0270462051336865,0.16198680309692,0.268007927220972,1.87626178799695e-15,TRUE,0.359999999996944,22824,"","","VD_B_A","VD","B",0.2,151,20660151,0.014997365158946,7.94926179463022,TRUE,TRUE,0.106021124124051,0.014997365158946,0.000224920961710768
"M11_combined_two_process_IIW_GEE",0.216499555327177,0.0269315945051952,0.163713630096994,0.269285480557359,9.06715835552218e-16,TRUE,0.390000000003056,22824,"","","VD_B_A","VD","B",0.2,151,20660151,0.0164995553271767,8.03886881949796,TRUE,TRUE,0.105571850460365,0.0164995553271767,0.000272235325994565
"M12_oracle_combined_IIW_GEE",0.213559842579904,0.0270392064561587,0.160562997925833,0.266556687233975,2.8306210728553e-15,TRUE,0.309999999997672,22824,"","","VD_B_A","VD","B",0.2,151,20660151,0.0135598425799036,7.89815495976811,TRUE,TRUE,0.105993689308142,0.0135598425799036,0.000183869330791768
"M8_patient_clustered_GEE",0.151024697744906,0.0313492155891555,0.0895802351901616,0.212469160299651,1.45371537780561e-06,TRUE,0.380000000001019,23823,"","","VD_B_A","VD","B",0.2,152,20660152,0.0489753022550936,4.81749526763756,TRUE,TRUE,0.12288892510949,-0.0489753022550936,0.00239858023097778
"M9_single_process_IIW_GEE",0.187970900349966,0.0263674608488183,0.136290677086282,0.23965112361365,1.01176747189458e-12,TRUE,0.43999999999869,23823,"","","VD_B_A","VD","B",0.2,152,20660152,0.0120290996500343,7.12889653758184,TRUE,TRUE,0.103360446527368,-0.0120290996500343,0.000144699238390456
"M10_separate_two_process_IIW_GEE",0.179854021442968,0.0263141362857848,0.12827831432283,0.231429728563107,8.20724475728687e-12,TRUE,0.389999999999418,23823,"","","VD_B_A","VD","B",0.2,152,20660152,0.0201459785570315,6.83488218992494,TRUE,TRUE,0.103151414240277,-0.0201459785570315,0.000405860452020375
"M11_combined_two_process_IIW_GEE",0.18010745486512,0.0264193540005526,0.128325521024037,0.231889388706204,9.27969154428310e-12,TRUE,0.400000000001455,23823,"","","VD_B_A","VD","B",0.2,152,20660152,0.0198925451348796,6.81725430763193,TRUE,TRUE,0.103563867682166,-0.0198925451348796,0.000395713351943222
"M12_oracle_combined_IIW_GEE",0.182187798922096,0.0266243853438225,0.130004003648204,0.234371594195988,7.7610053179711e-12,TRUE,0.379999999997381,23823,"","","VD_B_A","VD","B",0.2,152,20660152,0.0178122010779041,6.84289220462203,TRUE,TRUE,0.104367590547784,-0.0178122010779041,0.000317274507239688
"M8_patient_clustered_GEE",0.134255086418976,0.0275175165774381,0.0803207539271976,0.188189418910755,1.06681592140392e-06,TRUE,0.479999999999563,23836,"","","VD_B_A","VD","B",0.2,153,20660153,0.0657449135810238,4.87889544978247,TRUE,FALSE,0.107868664983557,-0.0657449135810238,0.00432239366177628
"M9_single_process_IIW_GEE",0.151383620322835,0.0269775977031708,0.0985075288246201,0.20425971182105,2.00630538917278e-08,TRUE,0.430000000000291,23836,"","","VD_B_A","VD","B",0.2,153,20660153,0.0486163796771651,5.61145666076272,TRUE,TRUE,0.10575218299643,-0.0486163796771651,0.00236355237291427
"M10_separate_two_process_IIW_GEE",0.150357843120594,0.0272935579341464,0.0968624695696673,0.203853216671521,3.61055759795704e-08,TRUE,0.420000000001892,23836,"","","VD_B_A","VD","B",0.2,153,20660153,0.0496421568794059,5.50891325650456,TRUE,TRUE,0.106990747101854,-0.0496421568794059,0.00246434373963954
"M11_combined_two_process_IIW_GEE",0.151237870301308,0.0272007423455384,0.0979244153040526,0.204551325298563,2.69675626062584e-08,TRUE,0.44999999999709,23836,"","","VD_B_A","VD","B",0.2,153,20660153,0.0487621296986922,5.56006407399078,TRUE,TRUE,0.106626909994511,-0.0487621296986922,0.00237774529275208
"M12_oracle_combined_IIW_GEE",0.151980275949244,0.0272283530594687,0.0986127039526849,0.205347847945802,2.38190138855779e-08,TRUE,0.360000000000582,23836,"","","VD_B_A","VD","B",0.2,153,20660153,0.0480197240507564,5.58169183487916,TRUE,TRUE,0.106735143993117,-0.0480197240507564,0.00230589389791079
"M8_patient_clustered_GEE",0.155291405177412,0.0303651718191925,0.0957756684117947,0.214807141943029,3.15191944441726e-07,TRUE,0.43999999999869,24754,"","","VD_B_A","VD","B",0.2,154,20660154,0.0447085948225881,5.11412897980901,TRUE,TRUE,0.119031473531234,-0.0447085948225881,0.00199885845101035
"M9_single_process_IIW_GEE",0.166386122535549,0.0277914790254241,0.111914823645718,0.22085742142538,2.13815917815894e-09,TRUE,0.43999999999869,24754,"","","VD_B_A","VD","B",0.2,154,20660154,0.0336138774644507,5.98694737992665,TRUE,TRUE,0.108942597779662,-0.0336138774644507,0.00112989275819511
"M10_separate_two_process_IIW_GEE",0.165817781576328,0.0274764891254729,0.111963862890401,0.219671700262255,1.59064120067784e-09,TRUE,0.5,24754,"","","VD_B_A","VD","B",0.2,154,20660154,0.0341822184236723,6.03489699208337,TRUE,TRUE,0.107707837371854,-0.0341822184236723,0.00116842405636364
"M11_combined_two_process_IIW_GEE",0.168316613435841,0.0274519784792526,0.114510735616506,0.222122491255176,8.71579185726116e-10,TRUE,0.409999999999854,24754,"","","VD_B_A","VD","B",0.2,154,20660154,0.0316833865641589,6.13131084752416,TRUE,TRUE,0.10761175563867,-0.0316833865641589,0.00100383698417392
"M12_oracle_combined_IIW_GEE",0.167735148950385,0.0272961246496482,0.114234744637075,0.221235553263696,7.99549705127466e-10,TRUE,0.470000000001164,24754,"","","VD_B_A","VD","B",0.2,154,20660154,0.0322648510496148,6.14501696131972,TRUE,TRUE,0.107000808626621,-0.0322648510496148,0.00104102061325383
"M8_patient_clustered_GEE",0.157502115286052,0.0314203864757375,0.095918157793607,0.219086072778498,5.36613837763922e-07,TRUE,0.440000000002328,23747,"","","VD_B_A","VD","B",0.2,155,20660155,0.0424978847139475,5.01273640945422,TRUE,TRUE,0.123167914984891,-0.0424978847139475,0.00180607020515997
"M9_single_process_IIW_GEE",0.181722712374703,0.0270722084624644,0.128661183788273,0.234784240961133,1.9129294873593e-11,TRUE,0.43999999999869,23747,"","","VD_B_A","VD","B",0.2,155,20660155,0.0182772876252971,6.71251895192302,TRUE,TRUE,0.10612305717286,-0.0182772876252971,0.000334059242937837
"M10_separate_two_process_IIW_GEE",0.200257955956788,0.0259179420555064,0.149458789527996,0.251057122385581,1.10444156477662e-14,TRUE,0.479999999999563,23747,"","","VD_B_A","VD","B",0.2,155,20660155,0.000257955956788403,7.72661484958611,TRUE,TRUE,0.101598332857585,0.000257955956788403,6.65412756426203e-08
"M11_combined_two_process_IIW_GEE",0.19894182649797,0.0258517798698519,0.148272337953061,0.24961131504288,1.40965194224732e-14,TRUE,0.580000000001746,23747,"","","VD_B_A","VD","B",0.2,155,20660155,0.00105817350202972,7.69547889930683,TRUE,TRUE,0.101338977089819,-0.00105817350202972,1.11973116039784e-06
"M12_oracle_combined_IIW_GEE",0.186457243157073,0.0260475702793535,0.13540400540954,0.237510480904606,8.16625901286222e-13,TRUE,0.549999999999272,23747,"","","VD_B_A","VD","B",0.2,155,20660155,0.0135427568429271,7.15833535171868,TRUE,TRUE,0.102106475495066,-0.0135427568429271,0.00018340626290665
"M8_patient_clustered_GEE",0.126160622340186,0.0298430409119129,0.0676682621528371,0.184652982527536,2.36331485637983e-05,TRUE,0.360000000000582,24213,"","","VD_B_A","VD","B",0.2,156,20660156,0.0738393776598137,4.22747208344392,TRUE,FALSE,0.116984720374698,-0.0738393776598137,0.00545225369318859
"M9_single_process_IIW_GEE",0.179222378468049,0.0267337173374807,0.126824292486587,0.231620464449511,2.02814288320638e-11,TRUE,0.510000000002037,24213,"","","VD_B_A","VD","B",0.2,156,20660156,0.0207776215319513,6.70398269741481,TRUE,TRUE,0.104796171962924,-0.0207776215319513,0.000431709556525006
"M10_separate_two_process_IIW_GEE",0.174118969466125,0.026473592802478,0.122230727573268,0.226007211358982,4.79772808722594e-11,TRUE,0.5,24213,"","","VD_B_A","VD","B",0.2,156,20660156,0.0258810305338752,6.57708119805433,TRUE,TRUE,0.103776483785714,-0.0258810305338752,0.000669827741495383
"M11_combined_two_process_IIW_GEE",0.173529009370593,0.0265501488833108,0.121490717559304,0.225567301181883,6.32298834211348e-11,TRUE,0.44999999999709,24213,"","","VD_B_A","VD","B",0.2,156,20660156,0.0264709906294066,6.53589590526449,TRUE,TRUE,0.104076583622578,-0.0264709906294066,0.000700713344902134
"M12_oracle_combined_IIW_GEE",0.17542122079954,0.0265142218949868,0.123453345885366,0.227389095713714,3.68754053016087e-11,TRUE,0.440000000002328,24213,"","","VD_B_A","VD","B",0.2,156,20660156,0.0245787792004602,6.61611800241845,TRUE,TRUE,0.103935749828348,-0.0245787792004602,0.000604116386984973
"M8_patient_clustered_GEE",0.166362551203647,0.0303593100808629,0.106858303445155,0.225866798962138,4.25838291112144e-08,TRUE,0.409999999999854,24251,"","","VD_B_A","VD","B",0.2,157,20660157,0.0336374487963534,5.4797869503798,TRUE,TRUE,0.119008495516983,-0.0336374487963534,0.0011314779615273
"M9_single_process_IIW_GEE",0.190470954148225,0.0260660745482375,0.139381448033679,0.241560460262771,2.72693702832189e-13,TRUE,0.389999999999418,24251,"","","VD_B_A","VD","B",0.2,157,20660157,0.00952904585177497,7.30723584004727,TRUE,TRUE,0.102179012229091,-0.00952904585177497,9.08027148452298e-05
"M10_separate_two_process_IIW_GEE",0.194444242402931,0.0256853244956329,0.144101006391491,0.244787478414372,3.72516182502961e-14,TRUE,0.420000000001892,24251,"","","VD_B_A","VD","B",0.2,157,20660157,0.00555575759706872,7.57024667669632,TRUE,TRUE,0.100686472022881,-0.00555575759706872,3.08664424773868e-05
"M11_combined_two_process_IIW_GEE",0.193650073875922,0.0255286935215586,0.143613834573667,0.243686313178176,3.30990324924264e-14,TRUE,0.489999999997963,24251,"","","VD_B_A","VD","B",0.2,157,20660157,0.00634992612407848,7.58558496980612,TRUE,TRUE,0.10007247860451,-0.00634992612407848,4.03215617812543e-05
"M12_oracle_combined_IIW_GEE",0.189732185534755,0.0253078193797452,0.140128859550454,0.239335511519056,6.53055329675996e-14,TRUE,0.389999999999418,24251,"","","VD_B_A","VD","B",0.2,157,20660157,0.010267814465245,7.49697880674004,TRUE,TRUE,0.0992066519686013,-0.010267814465245,0.000105428013892694
"M8_patient_clustered_GEE",0.137948397847505,0.0343885957065234,0.0705467502627189,0.20535004543229,6.03449842513424e-05,TRUE,0.400000000001455,24591,"","","VD_B_A","VD","B",0.2,158,20660158,0.0620516021524953,4.01145772350735,TRUE,TRUE,0.134803295169572,-0.0620516021524953,0.00385040132969156
"M9_single_process_IIW_GEE",0.206738568594469,0.0306140443514438,0.146735041665639,0.266742095523299,1.44756097546438e-11,TRUE,0.479999999999563,24591,"","","VD_B_A","VD","B",0.2,158,20660158,0.00673856859446884,6.75306294787931,TRUE,TRUE,0.12000705385766,0.00673856859446884,4.54083067023617e-05
"M10_separate_two_process_IIW_GEE",0.19495973223429,0.0288373571804435,0.138438512160621,0.251480952307959,1.37359111404833e-11,TRUE,0.43999999999869,24591,"","","VD_B_A","VD","B",0.2,158,20660158,0.00504026776570982,6.7606657230887,TRUE,TRUE,0.113042440147339,-0.00504026776570982,2.54042991500534e-05
"M11_combined_two_process_IIW_GEE",0.194236858644282,0.02889166732083,0.137609190695455,0.250864526593109,1.78097626543541e-11,TRUE,0.440000000002328,24591,"","","VD_B_A","VD","B",0.2,158,20660158,0.00576314135571798,6.72293697997289,TRUE,TRUE,0.113255335897653,-0.00576314135571798,3.32137982859869e-05
