"scenario_id","mechanism","structure","true_beta3","replicate","seed","variant","estimate","std_error","ci_lower","ci_upper","p_value","converged"
"VD_B_N","VD","B",0,13,20560013,"mild_trunc_0.5_99.5",0.00215314079271512,0.0280995139867602,-0.0529219066213349,0.0572281882067651,0.938921430515064,TRUE
"VD_B_N","VD","B",0,13,20560013,"untruncated",0.000748108437378075,0.0284800443369752,-0.0550727784630933,0.0565689953378494,0.979043728715467,TRUE
"VD_B_N","VD","B",0,14,20560014,"frozen_trunc_1_99",-0.00340722627958694,0.0275967202755308,-0.0574967980196273,0.0506823454604534,0.901738968184971,TRUE
"VD_B_N","VD","B",0,14,20560014,"mild_trunc_0.5_99.5",-0.00205842795674576,0.0279118021144907,-0.0567655601011476,0.0526487041876561,0.94121123569661,TRUE
"VD_B_N","VD","B",0,14,20560014,"untruncated",-0.00209026121461434,0.0283161811330496,-0.0575899762353915,0.0534094538061629,0.941154716457956,TRUE
"VD_B_N","VD","B",0,15,20560015,"frozen_trunc_1_99",-0.0286246145887822,0.0261632227770786,-0.0799045312318563,0.0226553020542919,0.273920633874739,TRUE
"VD_B_N","VD","B",0,15,20560015,"mild_trunc_0.5_99.5",-0.0253649252080431,0.0264696074041681,-0.0772453557202125,0.0265155053041264,0.337928636237256,TRUE
"VD_B_N","VD","B",0,15,20560015,"untruncated",-0.0181260169029321,0.0271632501441643,-0.0713659871854942,0.0351139533796299,0.504580994683239,TRUE
"VD_B_N","VD","B",0,16,20560016,"frozen_trunc_1_99",-0.00944009696154799,0.0271163418539129,-0.0625881269952173,0.0437079330721213,0.727740204614357,TRUE
"VD_B_N","VD","B",0,16,20560016,"mild_trunc_0.5_99.5",-0.00838129105605289,0.0274070391081376,-0.0620990877080026,0.0453365055958968,0.759750858084166,TRUE
"VD_B_N","VD","B",0,16,20560016,"untruncated",-0.00888639298428505,0.0279005361870522,-0.0635714439109074,0.0457986579423373,0.750103731792335,TRUE
"VD_B_N","VD","B",0,17,20560017,"frozen_trunc_1_99",-0.0756109808214789,0.0254322443446229,-0.12545817973694,-0.025763781906018,0.00294869757616612,TRUE
"VD_B_N","VD","B",0,17,20560017,"mild_trunc_0.5_99.5",-0.0751107323812961,0.0255631544584875,-0.125214515119932,-0.0250069496426605,0.00330079331922992,TRUE
"VD_B_N","VD","B",0,17,20560017,"untruncated",-0.0728464811147501,0.0262545324418073,-0.124305364700692,-0.0213875975288078,0.00552653976820487,TRUE
"VD_B_N","VD","B",0,18,20560018,"frozen_trunc_1_99",0.0218281161427047,0.0269441597144591,-0.0309824368976351,0.0746386691830446,0.417868790301738,TRUE
"VD_B_N","VD","B",0,18,20560018,"mild_trunc_0.5_99.5",0.0261120152855268,0.0272863275767427,-0.0273691867648889,0.0795932173359424,0.338585756965183,TRUE
"VD_B_N","VD","B",0,18,20560018,"untruncated",0.0308570093225337,0.0281685840073424,-0.0243534153318574,0.0860674339769248,0.273323674700034,TRUE
"VD_B_N","VD","B",0,19,20560019,"frozen_trunc_1_99",-0.00891555072109374,0.0260261394495528,-0.0599267840422173,0.0420956826000298,0.731928446457206,TRUE
"VD_B_N","VD","B",0,19,20560019,"mild_trunc_0.5_99.5",-0.00549565878546238,0.0263822897070959,-0.0572049466113703,0.0462136290404455,0.834987988937183,TRUE
"VD_B_N","VD","B",0,19,20560019,"untruncated",-0.000633288052059874,0.0271428698201979,-0.0538333128996477,0.0525667367955279,0.981385722198477,TRUE
"VD_B_N","VD","B",0,20,20560020,"frozen_trunc_1_99",0.0212117921184643,0.0257855608317721,-0.0293279071118091,0.0717514913487377,0.410722487657631,TRUE
"VD_B_N","VD","B",0,20,20560020,"mild_trunc_0.5_99.5",0.0241464082306963,0.0262393663852285,-0.0272827498843516,0.0755755663457442,0.35744947204836,TRUE
"VD_B_N","VD","B",0,20,20560020,"untruncated",0.0268753082100273,0.0268774046076936,-0.0258044048210522,0.0795550212411068,0.317348256049738,TRUE
"VD_B_N","VD","B",0,21,20560021,"frozen_trunc_1_99",0.041966033316588,0.026654083064172,-0.0102759694891891,0.094208036122365,0.115379012512122,TRUE
"VD_B_N","VD","B",0,21,20560021,"mild_trunc_0.5_99.5",0.0437999523686879,0.0269507348920951,-0.00902348801981857,0.0966233927571944,0.104122969475784,TRUE
"VD_B_N","VD","B",0,21,20560021,"untruncated",0.0443180835310403,0.0272982286187015,-0.00918644456161454,0.0978226116236952,0.104487184867134,TRUE
"VD_B_N","VD","B",0,22,20560022,"frozen_trunc_1_99",0.0283639745505449,0.0247090521441763,-0.0200657676520407,0.0767937167531304,0.251002269114212,TRUE
"VD_B_N","VD","B",0,22,20560022,"mild_trunc_0.5_99.5",0.0282028282101894,0.0248815132596922,-0.0205649377788073,0.0769705941991862,0.257010533034803,TRUE
"VD_B_N","VD","B",0,22,20560022,"untruncated",0.029858210196624,0.0258220921753527,-0.0207530904670672,0.0804695108603153,0.247556488765502,TRUE
"VD_B_N","VD","B",0,23,20560023,"frozen_trunc_1_99",-0.0202175193198424,0.025007936605462,-0.069233075066548,0.0287980364268632,0.418834961725642,TRUE
"VD_B_N","VD","B",0,23,20560023,"mild_trunc_0.5_99.5",-0.0173591112987259,0.0251023257368457,-0.0665596697429436,0.0318414471454917,0.489230032453798,TRUE
"VD_B_N","VD","B",0,23,20560023,"untruncated",-0.0131941053285179,0.0256731921527379,-0.0635135619478842,0.0371253512908483,0.607304154221784,TRUE
"VD_B_N","VD","B",0,24,20560024,"frozen_trunc_1_99",-0.0178885115251589,0.0262925621068778,-0.0694219332546394,0.0336449102043216,0.496274038691857,TRUE
"VD_B_N","VD","B",0,24,20560024,"mild_trunc_0.5_99.5",-0.0153102651285366,0.0263248710924553,-0.066907012469749,0.0362864822126758,0.560843306411455,TRUE
"VD_B_N","VD","B",0,24,20560024,"untruncated",-0.0112312475026181,0.0266526381928835,-0.0634704183606697,0.0410079233554335,0.673467791909066,TRUE
"VD_B_N","VD","B",0,25,20560025,"frozen_trunc_1_99",-0.0208279834701378,0.027031549210022,-0.073809819921781,0.0321538529815054,0.440999520562026,TRUE
"VD_B_N","VD","B",0,25,20560025,"mild_trunc_0.5_99.5",-0.0185638410147555,0.0273554223059971,-0.0721804687345098,0.0350527867049988,0.497380883698492,TRUE
"VD_B_N","VD","B",0,25,20560025,"untruncated",-0.0155194584799327,0.027670518125557,-0.0697536740060245,0.0387147570461591,0.574888750196847,TRUE
"VD_B_N","VD","B",0,26,20560026,"frozen_trunc_1_99",0.00213720210018391,0.0262020825821739,-0.0492188797608769,0.0534932839612447,0.934991747211872,TRUE
"VD_B_N","VD","B",0,26,20560026,"mild_trunc_0.5_99.5",0.00609803370558962,0.0267194688619401,-0.0462721252638129,0.0584681926749921,0.819471823843096,TRUE
"VD_B_N","VD","B",0,26,20560026,"untruncated",0.0153210584824165,0.0282615890849695,-0.0400716561241237,0.0707137730889568,0.587738625061749,TRUE
"VD_B_N","VD","B",0,27,20560027,"frozen_trunc_1_99",-0.000409713323067371,0.0289401209691606,-0.0571323504226221,0.0563129237764874,0.988704504194616,TRUE
"VD_B_N","VD","B",0,27,20560027,"mild_trunc_0.5_99.5",0.00281657328110221,0.0290020750582954,-0.0540274938331568,0.0596606403953612,0.92263406228427,TRUE
"VD_B_N","VD","B",0,27,20560027,"untruncated",0.00376382133914602,0.0292210784070388,-0.0535094923386499,0.061037135016942,0.897511939993521,TRUE
"VD_B_N","VD","B",0,28,20560028,"frozen_trunc_1_99",0.0242758993051595,0.0279223971081658,-0.0304519990268456,0.0790037976371646,0.384625107849957,TRUE
"VD_B_N","VD","B",0,28,20560028,"mild_trunc_0.5_99.5",0.0270971940626343,0.0281116149178266,-0.0280015711763059,0.0821959593015744,0.335088778841896,TRUE
"VD_B_N","VD","B",0,28,20560028,"untruncated",0.0292271786667272,0.0284572796815623,-0.0265490895091349,0.0850034468425893,0.304394776921586,TRUE
"VD_B_N","VD","B",0,29,20560029,"frozen_trunc_1_99",-0.019275523934488,0.0260020939324143,-0.07023962804202,0.031688580173044,0.458507558771332,TRUE
"VD_B_N","VD","B",0,29,20560029,"mild_trunc_0.5_99.5",-0.0216980720314457,0.0265438505143696,-0.0737240190396101,0.0303278749767187,0.413675585485027,TRUE
"VD_B_N","VD","B",0,29,20560029,"untruncated",-0.0249154272374636,0.027521636398983,-0.0788578345794703,0.0290269801045431,0.365304748192444,TRUE
"VD_B_N","VD","B",0,30,20560030,"frozen_trunc_1_99",0.0163592001397624,0.0272692316353438,-0.0370884938655115,0.0698068941450362,0.54856339732814,TRUE
"VD_B_N","VD","B",0,30,20560030,"mild_trunc_0.5_99.5",0.0196191677944647,0.0276197499381471,-0.0345155420843037,0.0737538776732331,0.477498828536772,TRUE
"VD_B_N","VD","B",0,30,20560030,"untruncated",0.0235844502185727,0.0282065091335675,-0.0317003076832196,0.0788692081203649,0.403078946321935,TRUE
"VD_B_N","VD","B",0,31,20560031,"frozen_trunc_1_99",-0.0404253565914111,0.0262916297517873,-0.0919569509049143,0.0111062377220921,0.124152527016984,TRUE
"VD_B_N","VD","B",0,31,20560031,"mild_trunc_0.5_99.5",-0.0385048213143632,0.0265712902081281,-0.0905845501222943,0.0135749074935679,0.147305825890753,TRUE
"VD_B_N","VD","B",0,31,20560031,"untruncated",-0.0279662544437062,0.0284379542501161,-0.0837046447739338,0.0277721358865213,0.325404205319975,TRUE
"VD_B_N","VD","B",0,32,20560032,"frozen_trunc_1_99",0.0221926884226144,0.0283896254210413,-0.0334509774026266,0.0778363542478553,0.434380171382675,TRUE
"VD_B_N","VD","B",0,32,20560032,"mild_trunc_0.5_99.5",0.0277509597265579,0.0291360632173135,-0.0293557241793766,0.0848576436324923,0.34086330859302,TRUE
"VD_B_N","VD","B",0,32,20560032,"untruncated",0.0390743279310445,0.0323146598048802,-0.0242624052865207,0.10241106114861,0.2265926585603,TRUE
"VD_B_N","VD","B",0,33,20560033,"frozen_trunc_1_99",-0.001555880067087,0.0280784391986638,-0.0565896208964681,0.0534778607622941,0.955810304168059,TRUE
"VD_B_N","VD","B",0,33,20560033,"mild_trunc_0.5_99.5",0.00266997759500369,0.0282317279413848,-0.0526642091701105,0.0580041643601179,0.924653479193832,TRUE
"VD_B_N","VD","B",0,33,20560033,"untruncated",0.00901170256929675,0.0290146892267457,-0.0478570883151248,0.0658804934537183,0.756111537827647,TRUE
"VD_B_N","VD","B",0,34,20560034,"frozen_trunc_1_99",-0.0408117071580732,0.0257045093334721,-0.0911925454516785,0.00956913113553214,0.112348404636459,TRUE
"VD_B_N","VD","B",0,34,20560034,"mild_trunc_0.5_99.5",-0.0406937108784754,0.0258963419976121,-0.0914505411937952,0.0100631194368443,0.116087981602956,TRUE
"VD_B_N","VD","B",0,34,20560034,"untruncated",-0.0405692304407204,0.0261717762790978,-0.0918659119477522,0.0107274510663114,0.121114214817589,TRUE
"VD_B_N","VD","B",0,35,20560035,"frozen_trunc_1_99",0.0110373649672383,0.0286171966950659,-0.0450523405550909,0.0671270704895674,0.699726311832812,TRUE
"VD_B_N","VD","B",0,35,20560035,"mild_trunc_0.5_99.5",0.0118845398608434,0.0290692965010476,-0.0450912812812099,0.0688603610028967,0.682660903587232,TRUE
"VD_B_N","VD","B",0,35,20560035,"untruncated",0.0160632254993953,0.0305650411430474,-0.0438442551409776,0.0759707061397683,0.599206176739278,TRUE
"VD_B_N","VD","B",0,36,20560036,"frozen_trunc_1_99",-0.0626249144496853,0.0254560030996015,-0.112518680524904,-0.0127311483744663,0.0138889167295969,TRUE
"VD_B_N","VD","B",0,36,20560036,"mild_trunc_0.5_99.5",-0.0604575768382419,0.0256767798476551,-0.110784065339646,-0.0101310883368379,0.018544536723763,TRUE
"VD_B_N","VD","B",0,36,20560036,"untruncated",-0.0590392130754908,0.0263458386596657,-0.110677056848436,-0.00740136930254602,0.0250305288565122,TRUE
"VD_B_N","VD","B",0,37,20560037,"frozen_trunc_1_99",0.00630741011069246,0.0261471077008084,-0.044940920982892,0.0575557412042769,0.809378540702341,TRUE
"VD_B_N","VD","B",0,37,20560037,"mild_trunc_0.5_99.5",0.00768485965030115,0.0262663712290002,-0.0437972279585392,0.0591669472591415,0.769847721020932,TRUE
"VD_B_N","VD","B",0,37,20560037,"untruncated",0.0112987004834632,0.0266666893500512,-0.0409680106426371,0.0635654116095636,0.671783953101939,TRUE
"VD_B_N","VD","B",0,38,20560038,"frozen_trunc_1_99",-0.0410957935506536,0.0268008073816741,-0.093625376018735,0.0114337889174277,0.12518251522928,TRUE
"VD_B_N","VD","B",0,38,20560038,"mild_trunc_0.5_99.5",-0.0404779849162743,0.0270854200037778,-0.0935654081236789,0.0126094382911303,0.135056315175669,TRUE
"VD_B_N","VD","B",0,38,20560038,"untruncated",-0.0392143987862282,0.027790170907609,-0.0936831337651418,0.0152543361926854,0.158218433416368,TRUE
"VD_B_N","VD","B",0,39,20560039,"frozen_trunc_1_99",0.0220481373176411,0.0276973384234512,-0.0322386459923232,0.0763349206276054,0.426009876736014,TRUE
"VD_B_N","VD","B",0,39,20560039,"mild_trunc_0.5_99.5",0.0238718882968661,0.0277570248745372,-0.0305318804572269,0.078275657050959,0.389772223745472,TRUE
"VD_B_N","VD","B",0,39,20560039,"untruncated",0.0295110144573413,0.0279148507344905,-0.02520209298226,0.0842241218969426,0.290429567378158,TRUE
"VD_B_N","VD","B",0,40,20560040,"frozen_trunc_1_99",0.0172287568031439,0.0266426564525197,-0.0349908498437947,0.0694483634500825,0.517851613682758,TRUE
"VD_B_N","VD","B",0,40,20560040,"mild_trunc_0.5_99.5",0.0202422241015712,0.0268624964270847,-0.0324082688955148,0.0728927170986572,0.45111970267786,TRUE
"VD_B_N","VD","B",0,40,20560040,"untruncated",0.024630443164046,0.0276241175165547,-0.0295128271684012,0.0787737134964932,0.372592230653126,TRUE
"VD_B_N","VD","B",0,41,20560041,"frozen_trunc_1_99",-0.026537693363082,0.0272228975523101,-0.0798945725656098,0.0268191858394459,0.329644663622092,TRUE
"VD_B_N","VD","B",0,41,20560041,"mild_trunc_0.5_99.5",-0.0241668267622769,0.027420919062073,-0.07791182812394,0.0295781745993862,0.378140255920688,TRUE
"VD_B_N","VD","B",0,41,20560041,"untruncated",-0.0218777490114673,0.0278504260418419,-0.0764645840534774,0.0327090860305427,0.432134389906263,TRUE
"VD_B_N","VD","B",0,42,20560042,"frozen_trunc_1_99",-0.00218126903378747,0.0277083927720508,-0.056489718867007,0.052127180799432,0.937253489732777,TRUE
"VD_B_N","VD","B",0,42,20560042,"mild_trunc_0.5_99.5",0.000410515399787551,0.0278474777441765,-0.0541705409787984,0.0549915717783735,0.988238358979586,TRUE
"VD_B_N","VD","B",0,42,20560042,"untruncated",0.00344293946996169,0.028029994660023,-0.0514958500636835,0.0583817290036069,0.902241287415578,TRUE
"VD_B_N","VD","B",0,43,20560043,"frozen_trunc_1_99",-0.0339692561118411,0.026422575177979,-0.08575750346068,0.0178189912369978,0.198577497138785,TRUE
"VD_B_N","VD","B",0,43,20560043,"mild_trunc_0.5_99.5",-0.0326002687852281,0.0266748605878889,-0.0848829955374905,0.0196824579670342,0.221656748882069,TRUE
"VD_B_N","VD","B",0,43,20560043,"untruncated",-0.0331672532669806,0.0271733799930463,-0.0864270780533514,0.0200925715193901,0.222245513176618,TRUE
"VD_B_N","VD","B",0,44,20560044,"frozen_trunc_1_99",0.0337812788071837,0.0236764819378698,-0.0126246257910412,0.0801871834054086,0.153641516546793,TRUE
"VD_B_N","VD","B",0,44,20560044,"mild_trunc_0.5_99.5",0.0349642669527804,0.0237472767359067,-0.0115803954495967,0.0815089293551574,0.140926796332641,TRUE
"VD_B_N","VD","B",0,44,20560044,"untruncated",0.0381361483318076,0.0238209883582247,-0.00855298885031282,0.0848252855139281,0.109388579570598,TRUE
"VD_B_N","VD","B",0,45,20560045,"frozen_trunc_1_99",-0.0268544732740388,0.0262037645724637,-0.0782138518360676,0.0245049052879901,0.305442161600607,TRUE
"VD_B_N","VD","B",0,45,20560045,"mild_trunc_0.5_99.5",-0.025344511254905,0.0264371842931917,-0.0771613924695608,0.0264723699597509,0.337725477699416,TRUE
"VD_B_N","VD","B",0,45,20560045,"untruncated",-0.0200869449399662,0.027066454973116,-0.0731371966872735,0.0329633068073411,0.458005962689522,TRUE
"VD_B_N","VD","B",0,46,20560046,"frozen_trunc_1_99",-0.00397909007674335,0.0263276183853824,-0.0555812221120928,0.0476230419586062,0.879867261929821,TRUE
"VD_B_N","VD","B",0,46,20560046,"mild_trunc_0.5_99.5",-0.00397847620161987,0.0265903416782301,-0.0560955458909508,0.0481385934877111,0.881063559284031,TRUE
"VD_B_N","VD","B",0,46,20560046,"untruncated",-0.00921079451820113,0.0274059058287306,-0.0629263699425131,0.0445047809061109,0.736804550177297,TRUE
"VD_B_N","VD","B",0,47,20560047,"frozen_trunc_1_99",0.0209101319757113,0.0273723048161441,-0.0327395854639311,0.0745598494153537,0.444917511634599,TRUE
"VD_B_N","VD","B",0,47,20560047,"mild_trunc_0.5_99.5",0.0258004905121633,0.0278276829836945,-0.028741768135878,0.0803427491602046,0.353847647152194,TRUE
"VD_B_N","VD","B",0,47,20560047,"untruncated",0.0329514631572289,0.0288814367519831,-0.023656152876658,0.0895590791911159,0.253902432764348,TRUE
"VD_B_N","VD","B",0,48,20560048,"frozen_trunc_1_99",-0.000208987836405348,0.0277881750066535,-0.0546738108494461,0.0542558351766354,0.993999368576312,TRUE
"VD_B_N","VD","B",0,48,20560048,"mild_trunc_0.5_99.5",0.00144924237755218,0.0281977782315487,-0.0538184029562833,0.0567168877113877,0.959010272558614,TRUE
"VD_B_N","VD","B",0,48,20560048,"untruncated",0.00109818690348615,0.0290885169266905,-0.0559153062728273,0.0581116800797996,0.969884395522146,TRUE
"VD_B_N","VD","B",0,49,20560049,"frozen_trunc_1_99",-0.00203579864765439,0.027193344030944,-0.0553347529483047,0.0512631556529959,0.940323032920355,TRUE
"VD_B_N","VD","B",0,49,20560049,"mild_trunc_0.5_99.5",0.00124630159664283,0.0273426993401263,-0.0523453891100047,0.0548379923032904,0.963644387612126,TRUE
"VD_B_N","VD","B",0,49,20560049,"untruncated",0.0088872168077107,0.027530073709154,-0.0450717276622311,0.0628461612776525,0.746832709565932,TRUE
"VD_B_N","VD","B",0,50,20560050,"frozen_trunc_1_99",0.00942288733688284,0.0251490627066222,-0.0398692755680968,0.0587150502418625,0.707897388030487,TRUE
"VD_B_N","VD","B",0,50,20560050,"mild_trunc_0.5_99.5",0.010817408251609,0.0252618079104265,-0.038695735252827,0.060330551756045,0.668496810345981,TRUE
"VD_B_N","VD","B",0,50,20560050,"untruncated",0.0129484336690996,0.0259309580206663,-0.0378762440514063,0.0637731113896055,0.617538003617833,TRUE
"VD_B_A","VD","B",0.2,1,20660001,"frozen_trunc_1_99",0.219120358983151,0.0273402007897587,0.165533565435224,0.272707152531078,1.10509649988502e-15,TRUE
"VD_B_A","VD","B",0.2,1,20660001,"mild_trunc_0.5_99.5",0.226317808939507,0.0276900705674153,0.172045270627373,0.280590347251641,3.00196459620831e-16,TRUE
"VD_B_A","VD","B",0.2,1,20660001,"untruncated",0.235678864695416,0.0281973010938324,0.180412154551505,0.290945574839328,6.36789225403736e-17,TRUE
"VD_B_A","VD","B",0.2,2,20660002,"frozen_trunc_1_99",0.184417859006017,0.0263976618404446,0.132678441798746,0.236157276213288,2.82544681184737e-12,TRUE
"VD_B_A","VD","B",0.2,2,20660002,"mild_trunc_0.5_99.5",0.189067975936622,0.0265036733638202,0.137120776143535,0.24101517572971,9.77404377891891e-13,TRUE
"VD_B_A","VD","B",0.2,2,20660002,"untruncated",0.194976539542397,0.0268232978448101,0.142402875766569,0.247550203318224,3.62359578752343e-13,TRUE
"VD_B_A","VD","B",0.2,3,20660003,"frozen_trunc_1_99",0.220934543598118,0.0279776836171808,0.166098283708443,0.275770803487792,2.86124502780776e-15,TRUE
"VD_B_A","VD","B",0.2,3,20660003,"mild_trunc_0.5_99.5",0.228538686398444,0.0281962605945663,0.173274015633094,0.283803357163794,5.26226589691991e-16,TRUE
"VD_B_A","VD","B",0.2,3,20660003,"untruncated",0.240582652438642,0.0285352541719431,0.184653554261634,0.296511750615651,3.42526262108908e-17,TRUE
"VD_B_A","VD","B",0.2,4,20660004,"frozen_trunc_1_99",0.186752294196105,0.0258122128702746,0.136160356970367,0.237344231421843,4.65405024338276e-13,TRUE
"VD_B_A","VD","B",0.2,4,20660004,"mild_trunc_0.5_99.5",0.189939840672596,0.026080240868426,0.138822568570481,0.241057112774711,3.26714358991441e-13,TRUE
"VD_B_A","VD","B",0.2,4,20660004,"untruncated",0.203057736592266,0.027027711906966,0.150083421254612,0.256032051929919,5.78114356229297e-14,TRUE
"VD_B_A","VD","B",0.2,5,20660005,"frozen_trunc_1_99",0.162056459130662,0.0262059270652852,0.110692842082703,0.213420076178621,6.2512391661153e-10,TRUE
"VD_B_A","VD","B",0.2,5,20660005,"mild_trunc_0.5_99.5",0.166719480471181,0.0265675432380134,0.114647095724674,0.218791865217687,3.48945891883529e-10,TRUE
"VD_B_A","VD","B",0.2,5,20660005,"untruncated",0.183565917912007,0.0282725312870225,0.128151756589443,0.238980079234571,8.42945685804912e-11,TRUE
"VD_B_A","VD","B",0.2,6,20660006,"frozen_trunc_1_99",0.195701348522177,0.0269297412017991,0.142919055766651,0.248483641277704,3.67264085142877e-13,TRUE
