"sensitivity_id","method","truncation","truncation_lower","truncation_upper","minimum","q005","q01","median","q99","q995","maximum","raw_q005","raw_q01","raw_q99","raw_q995","raw_maximum","mean_followup_weight","global_mean_weight","effective_sample_size","effective_sample_fraction","fraction_truncated"
"S1_HORIZON","M9","1-99%",0.52569086576797,2.43854555635013,0.538498549730854,0.538498549730854,0.538533711196249,0.970822456768233,2.49680508796295,2.49795712852801,2.49795712852801,0.506364096799081,0.52569086576797,2.43854555635013,3.02410798660534,11.4012402514522,0.997668024116678,1,25030.8098659762,0.916543751958118,0.0199926766752105
"S1_HORIZON","M10","1-99%",0.501880062536241,2.46898948881041,0.513774912379339,0.513774912379339,0.513779754693553,0.970919564885189,2.52528575991671,2.52750597795958,2.52750597795958,0.483071484463955,0.501880062536241,2.46898948881041,3.20397380404025,11.7391945377265,0.997731478479034,1,24795.1654438625,0.907915248768308,0.0199926766752105
"S1_HORIZON","M11","1-99%",0.515134883117549,2.42678065605416,0.526065622694655,0.526065622694655,0.526071295260214,0.972530159200437,2.47827495052235,2.47827495052235,2.47827495052235,0.49710325876883,0.515134883117549,2.42678065605416,3.16880189045415,10.3596283845905,0.997968988087055,1,24972.7504672764,0.914417812789324,0.0199560600512633
"S2_TRUNCATION_MILD","M9","0.5-99.5%",0.711575972633078,1.34498679069317,0.711364324152689,0.711532403297784,0.74526996747303,0.97097324135804,1.31948955336187,1.344524166513,1.34458674288191,0.711575972633078,0.745491703720884,1.31988213413852,1.34498679069317,1.65246013598115,1.00004305128304,1,17782.2705881607,0.985385713629652,0.00997450958661199
"S2_TRUNCATION_MILD","M10","0.5-99.5%",0.677810416068374,1.56947928281741,0.677442136385744,0.677759251053072,0.710522431883291,0.971995124417202,1.52033658298053,1.56798656812768,1.56862652617858,0.677810416068374,0.710908695095543,1.52116308762823,1.56947928281741,2.01125096100988,1.00007864330225,1,17641.1323345029,0.977564686606609,0.00997450958661199
"S2_TRUNCATION_MILD","M11","0.5-99.5%",0.684278599087369,1.54359935248452,0.682756164044481,0.682839548462225,0.714766992061248,0.969159067768341,1.47856274925528,1.54016503530795,1.54016503530795,0.684278599087369,0.716360806036897,1.48185970336733,1.54359935248452,2.01125096100988,1.00032203126188,1,17665.1068798591,0.978893210676001,0.00991909564446415
"S3_UNTRUNCATED","M9","none",NA,NA,0.58583933666405,0.711311153450278,0.745214262503985,0.97090066626886,1.31939092853069,1.34448624216921,1.65184515857937,0.711575972633078,0.745491703720884,1.31988213413852,1.34498679069317,1.65246013598115,1.00005386670187,1,17777.058456419,0.985096888862851,0
"S3_UNTRUNCATED","M10","none",NA,NA,0.464210751644615,0.677348570742225,0.710424297319462,0.971860876273444,1.52012660007112,1.56840987365214,2.00988053819838,0.677810416068374,0.710908695095543,1.52116308762823,1.56947928281741,2.01125096100988,1.00009862352796,1,17629.9222083927,0.976943489326871,0
"S3_UNTRUNCATED","M11","none",NA,NA,0.463423191746825,0.682652220009223,0.714658174639544,0.969011521236189,1.47833765018385,1.5399305577929,2.00647066174544,0.684278599087369,0.716360806036897,1.48185970336733,1.54359935248452,2.01125096100988,1.00034401790033,1,17653.3896920118,0.978243915106493,0
