mechanism,mean_m8_absolute_bias,mean_iiw_absolute_bias,mean_absolute_bias_reduction_percent,mean_m8_rmse,mean_iiw_rmse,mean_rmse_reduction_percent,mean_m8_coverage,mean_iiw_coverage
Differential,0.0505649673241994,0.010663789293109087,78.77597802580509,0.05996704621994457,0.028844817503379853,51.81674312847249,0.62725,0.9345625
Symmetric,0.0013998087723446,0.0021507839348335065,-84.64389993828189,0.03218165437358717,0.0276348546235614,14.110680871957287,0.9422499999999999,0.9435
